MetaNetX,equation,deltag
MNXR110202,(1) cpd00003[0] + (1) cpd08270[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd08269[0]; C11416 + C00003 <=> C11415 + C00004 + C00080; (1) cpd08270[0] <=> (2) cpd00067[0] + (1) cpd08269[0],-0.28; -15.54
MNXR191285,C11398 + C00005 + C00007 + C00080 <=> C11402 + C00006 + C00001; (1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd08252[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd08256[0]; (1) cpd08252[0] => (1) cpd08256[0],-83.06; -26.34
MNXR110204,C11412 + C00005 + C00007 + C00080 <=> C11414 + C00006 + C00001; (1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd08266[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd08268[0]; (1) cpd08266[0] => (1) cpd08268[0],-83.06; -26.34
MNXR110205,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd08255[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd08257[0]; (1) cpd08255[0] => (1) cpd08257[0]; C11401 + C00005 + C00007 + C00080 <=> C11403 + C00006 + C00001,-83.06; -26.34
MNXR110206,C11415 + C00005 + C00007 + C00080 <=> C11418 + C00006 + C00001; (1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd08269[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd08272[0]; (1) cpd08269[0] => (1) cpd08272[0],-83.06; -26.34
MNXR192201,(1) cpd00001[0] + (1) cpd08256[0] <=> (1) cpd00067[0] + (1) cpd08258[0]; (1) cpd08256[0] => (1) cpd08258[0]; C11402 + C00001 <=> C11404,-48.09; -10.55
MNXR149553,(1) cpd08257[0] => (1) cpd08260[0]; C11403 + C00001 <=> C11406; (1) cpd00001[0] + (1) cpd08257[0] <=> (1) cpd00067[0] + (1) cpd08260[0],-46.62; -9.08
MNXR149555,C11414 + C00001 <=> C11417; (1) cpd00001[0] + (1) cpd08268[0] => (1) cpd00067[0] + (1) cpd08271[0],-10.55
MNXR149557,(1) cpd08272[0] => (1) cpd08274[0]; (1) cpd00001[0] + (1) cpd08272[0] <=> (1) cpd00067[0] + (1) cpd08274[0]; C11418 + C00001 <=> C11420,-46.62; -9.08
MNXR110211,(1) cpd08258[0] => (2) cpd00067[0] + (1) cpd08259[0]; C11404 <=> C11405,-10.82
MNXR110212,(1) cpd08271[0] => (2) cpd00067[0] + (1) cpd08273[0]; C11417 <=> C11419,-10.82
MNXR149559,C11405 + C00010 + C00002 <=> C11407 + C00001 + C00008 + C00009; (1) cpd00002[0] + (1) cpd00010[0] + (1) cpd08259[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd08261[0]; (1) cpd00002[0] + (1) cpd00010[0] + (1) cpd08259[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd08261[0],-0.34
MNXR110214,C11419 <=> C11421; (1) cpd08273[0] => (1) cpd08275[0],-386.17
MNXR110215,C06099 + C00004 + C00007 + C00080 <=> C07271 + C00003 + C00001; (1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd03638[0] => (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd04490[0],-103.68
MNXR110216,(1) cpd04495[0] <=> (2) cpd00067[0] + (1) cpd08734[0]; (1) cpd00003[0] + (1) cpd04495[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd08734[0]; C07276 + C00003 <=> C11937 + C00004 + C00080,-0.28; -15.54
MNXR110217,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd08734[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd20339[0]; (1) cpd00005[0] + (1) cpd00007[0] + (1) cpd08734[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd08259[0]; C11937 + C00005 + C00007 + C00080 <=> C19079 + C00006 + C00001,-83.06; -100.63
MNXR110218,(1) cpd03747[0] + (1) cpd11610[0] => (1) cpd00001[0] + (1) cpd08735[0] + (1) cpd11609[0]; (1) cpd00007[0] + (1) cpd11610[0] + (1) cpd19099[0] <=> (1) cpd00001[0] + (1) cpd08735[0] + (1) cpd11609[0]; (1) cpd03749[0] + (1) cpd11610[0] => (1) cpd00001[0] + (1) cpd08735[0] + (1) cpd11609[0]; C09880 + C00030 + C00007 <=> C11938 + C00001 + C00028,10000000.0
MNXR110219,C11938 + C00007 + C00028 <=> C11939 + 2 C00001 + C00030; (1) cpd00007[0] + (1) cpd08735[0] + (1) cpd11609[0] => (2) cpd00001[0] + (1) cpd08736[0] + (1) cpd11610[0],10000000.0
MNXR110220,(1) cpd00001[0] + (1) cpd08736[0] + (1) cpd11609[0] <=> (1) cpd08737[0] + (1) cpd11610[0]; C11939 + C00001 + C00028 <=> C11940 + C00030,10000000.0
MNXR149561,C09880 + C00007 + 2 C00080 + 2 C05359 <=> C11941 + C00001; (1) cpd00007[0] + (2) cpd00067[0] + (1) cpd03749[0] + (2) cpd12713[0] <=> (1) cpd00001[0] + (1) cpd08738[0]; (1) cpd00007[0] + (2) cpd00067[0] + (2) cpd12713[0] + (1) cpd19099[0] <=> (1) cpd00001[0] + (1) cpd08738[0]; (1) cpd00007[0] + (2) cpd00067[0] + (1) cpd03747[0] + (2) cpd12713[0] <=> (1) cpd00001[0] + (1) cpd08738[0],10000000.0
MNXR110222,C11941 <=> C09884 + C00080; (1) cpd08738[0] <=> (2) cpd00067[0] + (1) cpd06774[0],-15.54
MNXR149563,(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd03747[0] <=> (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd01783[0]; C09880 + C00004 + C00080 + C00007 <=> C02759 + C00003 + C00001; (1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd03749[0] <=> (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd01783[0]; (1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd19099[0] <=> (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd01783[0],10000000.0
MNXR110224,C04435 + C00003 + C00001 <=> C11944 + C00004 + C00080; (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd02708[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd08741[0],-8.68
MNXR110225,C11942 + C00003 + C00001 <=> C11943 + C00004 + C00080; (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd08739[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd08740[0],-8.68
MNXR110226,(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd08741[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00067[0] + (1) cpd08743[0]; C11944 + C00002 + C00010 <=> C11946 + C00020 + C00013,-21.55
MNXR110227,(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd08740[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00067[0] + (1) cpd08742[0]; C11943 + C00002 + C00010 <=> C11945 + C00020 + C00013,-21.55
MNXR190748,(1) cpd00001[0] + (1) cpd08743[0] <=> (1) cpd08744[0]; C11946 + C00001 <=> C11947,-1.6
MNXR188888,C11945 + C00001 <=> C11947; (1) cpd00001[0] + (1) cpd08742[0] <=> (1) cpd08744[0],-1.6
MNXR110230,(1) cpd00003[0] + (1) cpd08744[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd08745[0]; C11947 + C00003 <=> C11948 + C00004 + C00080,3.76
MNXR110231,C11948 + C00010 <=> C11949 + C00100; (1) cpd00010[0] + (1) cpd08745[0] <=> (1) cpd00086[0] + (1) cpd08746[0],-5.25
MNXR110232,(1) cpd00001[0] + (1) cpd08746[0] => (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd08747[0]; C11949 + C00001 <=> C11950 + C00010,-5.75
MNXR110233,(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd19023[0] <=> (1) cpd00006[0] + (1) cpd08748[0]; (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd01540[0] <=> (1) cpd00006[0] + (1) cpd08748[0]; C02485 + C00005 + C00080 <=> C11951 + C00006,10.79
MNXR110234,(1) cpd08748[0] <= (1) cpd06783[0]; C11951 <=> C09893,-10.8
MNXR110235,C09893 + C00005 + C00080 <=> C00843 + C00006; (2) cpd00067[0] + (1) cpd06783[0] => (1) cpd00627[0]; (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd06783[0] <=> (1) cpd00006[0] + (1) cpd00627[0],12.19; -3.07
MNXR110236,C09893 + C00005 + C00080 <=> C11952 + C00006; (2) cpd00067[0] + (1) cpd06783[0] => (1) cpd08749[0]; (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd06783[0] <=> (1) cpd00006[0] + (1) cpd08749[0],12.19; -3.07
MNXR149565,(1) cpd00283[0] <= (1) cpd08247[0]; C00341 + C00001 <=> C11393 + C00013; (1) cpd00001[0] + (1) cpd00283[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd08247[0],-37.17; 389.3
MNXR110238,(1) cpd08247[0] <=> (1) cpd06735[0]; C11393 <=> C09844,10000000.0
MNXR110239,(1) cpd00023[0] + (1) cpd04021[0] <=> (1) cpd00024[0] + (1) cpd08722[0]; (1) cpd00023[0] + (1) cpd08706[0] <=> (1) cpd00024[0] + (1) cpd08722[0]; C11908 + C00025 <=> C11925 + C00026,7.83; 10000000.0
MNXR149567,(1) cpd00521[0] <=> (1) cpd04021[0]; C11907 <=> C11908,-3.7
MNXR149569,C11909 + C00025 <=> C11910 + C00026; (1) cpd00023[0] + (1) cpd04022[0] <=> (1) cpd00024[0] + (1) cpd04023[0]; (1) cpd00023[0] + (1) cpd08707[0] <=> (1) cpd00024[0] + (1) cpd08708[0],10000000.0; 7.85
MNXR149571,C11910 + 2 C00019 <=> C11911 + 2 C00021; (2) cpd00017[0] + (1) cpd04023[0] => (2) cpd00019[0] + (2) cpd00067[0] + (1) cpd04036[0],-23.57
MNXR151480,C11907 <=> C11930 + C00001; (1) cpd00521[0] => (1) cpd00001[0] + (1) cpd08727[0],-16.9
MNXR110243,(1) cpd08725[0] <=> (1) cpd08724[0]; C11928 <=> C11927,0.0
MNXR110244,C11927 + C00005 + C00080 <=> C11920 + C00006; (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd08724[0] <=> (1) cpd00006[0] + (1) cpd08717[0],0.28
MNXR149574,C11915 + C00005 + C00080 <=> C11916 + C00006; (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd08712[0] <=> (1) cpd00006[0] + (1) cpd08713[0]; (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd08712[0] <=> (1) cpd00006[0] + (1) cpd04035[0],0.28; 10000000.0
MNXR149577,C11907 <=> C11926; (1) cpd00521[0] <=> (1) cpd08723[0],-3.7
MNXR110247,(1) cpd00003[0] + (1) cpd08710[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd08723[0]; (2) cpd00067[0] + (1) cpd08723[0] <= (1) cpd08710[0]; C11912 + C00003 <=> C11926 + C00004 + C00080,-0.28; 15.54
MNXR110248,(2) cpd00017[0] + (1) cpd08722[0] => (2) cpd00019[0] + (2) cpd00067[0] + (1) cpd08730[0]; C11925 + 2 C00019 <=> C11933 + 2 C00021 + 2 C00080,-23.57
MNXR110249,C06620 <=> C11918 + C00363; (1) cpd08727[0] <= (1) cpd08715[0],555.27
MNXR149579,(1) cpd00522[0] <= (1) cpd08724[0]; C00688 <=> C11927,40.48
MNXR110251,C11922 <=> C11923; (2) cpd00067[0] + (1) cpd04025[0] <=> (1) cpd08720[0]; (2) cpd00067[0] + (1) cpd08719[0] <= (1) cpd08720[0],10000000.0; 15.54
MNXR195388,(8) cpd00113[0] + (1) cpd00350[0] <=> (8) cpd00012[0] + (8) cpd00067[0] + (1) cpd02229[0]; C00448 + 8 C00129 <=> C04574 + 8 C00013; (7) cpd00113[0] + (1) cpd08211[0] => (7) cpd00012[0] + (7) cpd00067[0] + (1) cpd02229[0],-145.01; -126.88
MNXR110253,5 C02557 + 2 C00083 + C18026 + 7 C00005 + 7 C00080 <=> 8 C00010 + C12000 + 8 C00011 + 3 C00001 + 7 C00006; (7) cpd00005[0] + (15) cpd00067[0] + (2) cpd00070[0] + (5) cpd00891[0] + (1) cpd18009[0] <=> (3) cpd00001[0] + (7) cpd00006[0] + (8) cpd00010[0] + (8) cpd00011[0] + (1) cpd08797[0]; (7) cpd00005[0] + (15) cpd00067[0] + (2) cpd00070[0] + (5) cpd01675[0] + (1) cpd18009[0] <=> (3) cpd00001[0] + (7) cpd00006[0] + (8) cpd00010[0] + (8) cpd00011[0] + (1) cpd08797[0],-51.63; -61.96
MNXR110254,C12001 + 2 C00005 + 2 C00007 + 2 C00080 <=> C20760 + 2 C00006 + 3 C00001; (3) cpd00005[0] + (3) cpd00007[0] + (3) cpd00067[0] + (1) cpd08798[0] => (4) cpd00001[0] + (3) cpd00006[0] + (1) cpd08799[0]; (2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd08798[0] <=> (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd31328[0],-292.88; -198.76
MNXR110255,C12000 + C11933 <=> C12001 + C00363; (1) cpd08730[0] + (1) cpd08797[0] <=> (1) cpd00297[0] + (1) cpd08798[0],-4.85
MNXR149581,(1) cpd08710[0] + (1) cpd08799[0] <=> (1) cpd00297[0] + (1) cpd08800[0]; C12002 + C11912 <=> C12003 + C00363,-6.05
MNXR149583,(1) cpd08713[0] + (1) cpd08800[0] <=> (1) cpd00297[0] + (1) cpd01597[0]; (1) cpd04035[0] + (1) cpd08800[0] <=> (1) cpd00297[0] + (1) cpd01597[0]; C12003 + C11916 <=> C02400 + C00363,10000000.0; -3.92
MNXR110258,(1) cpd00022[0] + (6) cpd01675[0] <=> (7) cpd00010[0] + (6) cpd00011[0] + (1) cpd08786[0]; (6) cpd00005[0] + (13) cpd00067[0] + (1) cpd00070[0] + (6) cpd00891[0] <=> (1) cpd00001[0] + (6) cpd00006[0] + (7) cpd00010[0] + (7) cpd00011[0] + (1) cpd08786[0]; C00083 + 6 C02557 + 6 C00005 + 6 C00080 <=> C11989 + 7 C00010 + 7 C00011 + C00001 + 6 C00006; (6) cpd00005[0] + (13) cpd00067[0] + (1) cpd00070[0] + (6) cpd01675[0] <=> (1) cpd00001[0] + (6) cpd00006[0] + (7) cpd00010[0] + (7) cpd00011[0] + (1) cpd08786[0],85.14; -47.89; -35.49
MNXR110259,C11989 + 2 C00005 + 2 C00080 + 2 C00007 <=> C11990 + 2 C00006 + 3 C00001; (2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd08786[0] <=> (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd08787[0]; (1) cpd00005[0] + (1) cpd00007[0] + (1) cpd08786[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00067[0] + (1) cpd08787[0],10000000.0
MNXR110260,C11990 + C11920 <=> C11991 + C00363; (1) cpd08717[0] + (1) cpd08787[0] <=> (1) cpd00297[0] + (1) cpd08788[0],-3.91
MNXR110261,(1) cpd00017[0] + (1) cpd08788[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd08789[0]; C11991 + C00019 <=> C11992 + C00021,10000000.0
MNXR110262,(1) cpd04036[0] + (1) cpd08789[0] <=> (1) cpd00297[0] + (1) cpd01337[0]; (1) cpd08709[0] + (1) cpd08789[0] <=> (1) cpd00297[0] + (1) cpd01337[0]; C11992 + C11911 <=> C01946 + C00363,-4.88; 10000000.0
MNXR110263,(5) cpd00005[0] + (11) cpd00067[0] + (1) cpd00070[0] + (5) cpd01675[0] <=> (2) cpd00001[0] + (5) cpd00006[0] + (6) cpd00010[0] + (6) cpd00011[0] + (1) cpd08790[0]; (5) cpd00005[0] + (11) cpd00067[0] + (1) cpd00070[0] + (5) cpd00891[0] <=> (2) cpd00001[0] + (5) cpd00006[0] + (6) cpd00010[0] + (6) cpd00011[0] + (1) cpd08790[0]; 5 C00683 + C00083 + 5 C00005 + 5 C00080 <=> C11993 + 6 C00010 + 6 C00011 + 5 C00006 + 2 C00001,-47.55; -37.21
MNXR110264,(5) cpd00005[0] + (12) cpd00067[0] + (1) cpd00070[0] + (6) cpd01675[0] <=> (2) cpd00001[0] + (5) cpd00006[0] + (7) cpd00010[0] + (7) cpd00011[0] + (1) cpd08794[0]; (5) cpd00005[0] + (12) cpd00067[0] + (1) cpd00070[0] + (6) cpd00891[0] <=> (2) cpd00001[0] + (5) cpd00006[0] + (7) cpd00010[0] + (7) cpd00011[0] + (1) cpd08794[0]; 6 C00683 + C00083 + 5 C00005 + 5 C00080 <=> C11997 + 7 C00010 + 7 C00011 + 5 C00006 + 2 C00001,-53.41; -41.01
MNXR110265,(1) cpd08709[0] + (1) cpd08790[0] <=> (1) cpd00297[0] + (1) cpd08791[0]; C11993 + C11911 <=> C11994 + C00363; (1) cpd04036[0] + (1) cpd08790[0] <=> (1) cpd00297[0] + (1) cpd08791[0],-4.88; 10000000.0
MNXR149586,C11997 + C11911 <=> C11998 + C00363; (1) cpd08709[0] + (1) cpd08794[0] <=> (1) cpd00297[0] + (1) cpd08795[0]; (1) cpd04036[0] + (1) cpd08794[0] <=> (1) cpd00297[0] + (1) cpd08795[0],-4.88; 10000000.0
MNXR149588,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd08791[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd08792[0]; C11994 + 2 C00138 + C00007 + 2 C00080 <=> C11995 + 2 C00139 + C00001,-95.07
MNXR149590,C11994 + 2 C00138 + C00007 + 2 C00080 <=> C11996 + 2 C00139 + C00001; (1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd08791[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd08793[0],-98.05
MNXR149592,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd08795[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd08796[0]; C11998 + 2 C00138 + 2 C00080 + C00007 <=> C11999 + 2 C00139 + C00001,-98.05
MNXR110270,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd08766[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00067[0] + (1) cpd08767[0]; C11969 + C00005 + C00007 <=> C11970 + C00006 + C00001,10000000.0
MNXR110271,C01054 <=> C08628; (1) cpd00776[0] => (1) cpd05535[0],-120.3
MNXR110272,C11977 + C00005 + C00007 <=> C11978 + C00006 + C00001; (1) cpd00005[0] + (1) cpd00007[0] + (1) cpd08774[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00067[0] + (1) cpd08775[0],10000000.0
MNXR110273,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd08750[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00067[0] + (1) cpd08751[0]; C11953 + C00005 + C00007 <=> C11954 + C00006 + C00001,10000000.0
MNXR110274,(1) cpd00776[0] => (1) cpd05523[0]; C01054 <=> C08616,-121.63
MNXR110275,(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd08758[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00067[0] + (1) cpd08759[0]; C11961 + C00005 + C00007 <=> C11962 + C00006 + C00001,10000000.0
MNXR110276,C01054 <=> C08615; (1) cpd00776[0] => (1) cpd05522[0],-122.3
MNXR110277,(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd08767[0] <=> (1) cpd00006[0] + (1) cpd08768[0]; C11970 + C00005 + C00080 <=> C11971 + C00006,0.28
MNXR110278,C11978 + C00005 + C00080 <=> C11979 + C00006; (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd08775[0] <=> (1) cpd00006[0] + (1) cpd08776[0],0.28
MNXR110279,C11954 + C00005 + C00080 <=> C11955 + C00006; (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd08751[0] <=> (1) cpd00006[0] + (1) cpd08752[0],0.28
MNXR110280,C11962 + C00005 + C00080 <=> C11963 + C00006; (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd08759[0] <=> (1) cpd00006[0] + (1) cpd08760[0],0.28
MNXR110281,C11971 + C00019 <=> C11972 + C00021; (1) cpd00017[0] + (1) cpd08768[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd08769[0],10000000.0
MNXR110282,C11979 + C00019 <=> C11980 + C00021; (1) cpd00017[0] + (1) cpd08776[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd08777[0],10000000.0
MNXR110283,C11955 + C00019 <=> C11956 + C00021; (1) cpd00017[0] + (1) cpd08752[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd08753[0],10000000.0
MNXR110284,(1) cpd00017[0] + (1) cpd08760[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd08761[0]; C11963 + C00019 <=> C11964 + C00021,10000000.0
MNXR110285,(9) cpd00005[0] + (21) cpd00067[0] + (7) cpd00070[0] + (1) cpd00760[0] + (5) cpd01675[0] <=> (5) cpd00001[0] + (9) cpd00006[0] + (13) cpd00010[0] + (12) cpd00011[0] + (1) cpd08766[0]; (9) cpd00005[0] + (21) cpd00067[0] + (7) cpd00070[0] + (1) cpd00760[0] + (5) cpd00891[0] <=> (5) cpd00001[0] + (9) cpd00006[0] + (13) cpd00010[0] + (12) cpd00011[0] + (1) cpd08766[0]; C01033 + 5 C02557 + 7 C00083 + 9 C00005 + 9 C00080 <=> C11969 + 12 C00011 + 13 C00010 + 5 C00001 + 9 C00006,10000000.0
MNXR110286,C01033 + 5 C02557 + 7 C00083 + 9 C00005 + 9 C00080 <=> C11977 + 12 C00011 + 13 C00010 + 6 C00001 + 9 C00006; (9) cpd00005[0] + (21) cpd00067[0] + (7) cpd00070[0] + (1) cpd00760[0] + (5) cpd00891[0] <=> (6) cpd00001[0] + (9) cpd00006[0] + (13) cpd00010[0] + (12) cpd00011[0] + (1) cpd08774[0]; (9) cpd00005[0] + (21) cpd00067[0] + (7) cpd00070[0] + (1) cpd00760[0] + (5) cpd01675[0] <=> (6) cpd00001[0] + (9) cpd00006[0] + (13) cpd00010[0] + (12) cpd00011[0] + (1) cpd08774[0],10000000.0
MNXR110287,(9) cpd00005[0] + (21) cpd00067[0] + (7) cpd00070[0] + (1) cpd00481[0] + (5) cpd00891[0] <=> (5) cpd00001[0] + (9) cpd00006[0] + (13) cpd00010[0] + (12) cpd00011[0] + (1) cpd08750[0]; C00630 + 5 C02557 + 7 C00083 + 9 C00005 + 9 C00080 <=> C11953 + 12 C00011 + 13 C00010 + 5 C00001 + 9 C00006; (9) cpd00005[0] + (21) cpd00067[0] + (7) cpd00070[0] + (1) cpd00481[0] + (5) cpd01675[0] <=> (5) cpd00001[0] + (9) cpd00006[0] + (13) cpd00010[0] + (12) cpd00011[0] + (1) cpd08750[0],10000000.0
MNXR110288,C00630 + 5 C02557 + 7 C00083 + 9 C00005 + 9 C00080 <=> C11961 + 12 C00011 + 13 C00010 + 6 C00001 + 9 C00006; (9) cpd00005[0] + (21) cpd00067[0] + (7) cpd00070[0] + (1) cpd00481[0] + (5) cpd00891[0] <=> (6) cpd00001[0] + (9) cpd00006[0] + (13) cpd00010[0] + (12) cpd00011[0] + (1) cpd08758[0]; (9) cpd00005[0] + (21) cpd00067[0] + (7) cpd00070[0] + (1) cpd00481[0] + (5) cpd01675[0] <=> (6) cpd00001[0] + (9) cpd00006[0] + (13) cpd00010[0] + (12) cpd00011[0] + (1) cpd08758[0],10000000.0
MNXR110289,(1) cpd08718[0] + (1) cpd08768[0] <=> (1) cpd00297[0] + (1) cpd08770[0]; C11971 + C11921 <=> C11973 + C00363,-3.91
MNXR110290,(1) cpd08718[0] + (1) cpd08770[0] <=> (1) cpd00297[0] + (1) cpd08772[0]; C11973 + C11921 <=> C11975 + C00363,-3.91
MNXR110291,(1) cpd08718[0] + (1) cpd08769[0] <=> (1) cpd00297[0] + (1) cpd08771[0]; C11972 + C11921 <=> C11974 + C00363,-3.91
MNXR110292,C11974 + C11921 <=> C11976 + C00363; (1) cpd08718[0] + (1) cpd08771[0] <=> (1) cpd00297[0] + (1) cpd08773[0],-3.91
MNXR110293,C11979 + C11921 <=> C11981 + C00363; (1) cpd08718[0] + (1) cpd08776[0] <=> (1) cpd00297[0] + (1) cpd08778[0],-3.91
MNXR149594,(1) cpd08718[0] + (1) cpd08778[0] <=> (1) cpd00297[0] + (1) cpd08780[0]; C11981 + C11921 <=> C11983 + C00363,-3.91
MNXR110295,(1) cpd08718[0] + (1) cpd08777[0] <=> (1) cpd00297[0] + (1) cpd08779[0]; C11980 + C11921 <=> C11982 + C00363,-3.91
MNXR110296,C11982 + C11921 <=> C11984 + C00363; (1) cpd08718[0] + (1) cpd08779[0] <=> (1) cpd00297[0] + (1) cpd08781[0],-3.91
MNXR110297,(1) cpd08718[0] + (1) cpd08752[0] <=> (1) cpd00297[0] + (1) cpd08754[0]; C11955 + C11921 <=> C11957 + C00363,-3.91
MNXR110298,(1) cpd08718[0] + (1) cpd08754[0] <=> (1) cpd00297[0] + (1) cpd08756[0]; C11957 + C11921 <=> C11959 + C00363,-3.91
MNXR110299,C11956 + C11921 <=> C11958 + C00363; (1) cpd08718[0] + (1) cpd08753[0] <=> (1) cpd00297[0] + (1) cpd08755[0],-3.91
MNXR110300,(1) cpd08718[0] + (1) cpd08755[0] <=> (1) cpd00297[0] + (1) cpd08757[0]; C11958 + C11921 <=> C11960 + C00363,-3.91
MNXR110301,(1) cpd08718[0] + (1) cpd08760[0] <=> (1) cpd00297[0] + (1) cpd08762[0]; C11963 + C11921 <=> C11965 + C00363,-3.91
MNXR110302,C11965 + C11921 <=> C11967 + C00363; (1) cpd08718[0] + (1) cpd08762[0] <=> (1) cpd00297[0] + (1) cpd08764[0],-3.91
MNXR110303,C11964 + C11921 <=> C11966 + C00363; (1) cpd08718[0] + (1) cpd08761[0] <=> (1) cpd00297[0] + (1) cpd08763[0],-3.91
MNXR110304,C11966 + C11921 <=> C11968 + C00363; (1) cpd08718[0] + (1) cpd08763[0] <=> (1) cpd00297[0] + (1) cpd08765[0],-3.91
MNXR110305,(1) cpd05876[0] => (1) cpd05879[0]; C08980 <=> C08983,-219.07
MNXR110306,(1) cpd00007[0] + (1) cpd05523[0] => (1) cpd05876[0]; C08616 + C00007 <=> C08980,-81.81
MNXR110307,(1) cpd03851[0] => (1) cpd08869[0]; C06428 <=> C12083,-0.0
MNXR149596,(1) cpd08782[0] => (1) cpd08783[0]; C11985 <=> C11986,-12.8
MNXR149598,(1) cpd08782[0] => (1) cpd08784[0]; C11985 <=> C11987,-22.33
MNXR149600,(1) cpd08782[0] => (1) cpd08785[0]; C11985 <=> C11988,-1.17
MNXR149602,C06616 + C11919 <=> C11985 + C00363; (1) cpd04020[0] + (1) cpd08716[0] <=> (1) cpd00297[0] + (1) cpd08782[0],-1.99
MNXR110312,(1) cpd00022[0] + (2) cpd00067[0] + (2) cpd00070[0] => (3) cpd00010[0] + (2) cpd00011[0] + (1) cpd01781[0]; C00024 + 2 C00083 <=> C02752 + 3 C00010 + 2 C00011,9.52
MNXR133780; MNXR104761,C00842 <=> C11907 + C00001; (1) cpd00626[0] => (1) cpd00001[0] + (1) cpd00521[0]; (1) cpd00626[0] <= (1) cpd00001[0] + (1) cpd00521[0],-11.96
MNXR104759; MNXR146516,(1) cpd00521[0] <=> (1) cpd00522[0]; C11907 <=> C00688,-3.7
